smiles NumRings NumAromaticCarbocycles NumAromaticRings NumAliphaticRings NumAromaticHeterocycles NumHeteroatoms NumSaturatedHeterocycles NumSaturatedCarbocycles NumSaturatedRings NOCount
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1 3 3 3 0 0 4 0 0 0 3
CC1(C)O[C@H]2O[C@@]3(CC[C@H]4O[C@@H]5OC(C)(C)O[C@@H]5[C@@H]4O3)[C@@H](OCc3cn(-c4ccc(C(=O)/C=C/c5ccc6ccccc6c5)cc4)nn3)[C@H]2O1 9 3 4 5 1 12 5 0 5 12
Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n(Cc2ccccc2)c1=O 3 1 2 1 1 7 1 0 1 7
O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1nc(C(=O)O)c(CCCOc3ccc(-c4ncccn4)cc3)s1)CC2 7 3 6 1 3 12 0 0 0 10
CC(/C=C1\SC(=S)N(CCCC(=O)Nc2ccc(C(=O)O)c(O)c2)C1=O)=C\c1ccccc1 3 2 2 1 0 9 1 0 1 7
O=C(O)C[C@H](NC(=O)CNC(=O)c1cccc(NC2=NCC(O)CN2)c1)c1cc(Cl)cc(Br)c1O 3 2 2 1 0 13 0 0 0 11
Nc1sc(-c2ccc(F)cc2)c(-c2ccc(Cl)cc2)c1C(=O)NCc1ccccc1 4 3 4 0 1 6 0 0 0 3
O=C1c2ccccc2C(OCCCCO)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1 4 3 3 1 0 8 0 0 0 7
Cn1c2ccc(F)cc2c2ncn(CCCN(CCO)CCO)c(=O)c21 3 1 3 0 2 8 0 0 0 7
O=C(O)/C=C/c1ccc(NC(=O)c2cccc(NC3=NCCCN3)c2)cc1 3 2 2 1 0 7 0 0 0 7
COc1cc([C@@H](CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12 5 3 4 1 1 11 0 0 0 10
CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O 2 1 2 0 1 7 0 0 0 7
CN1CCN(c2nc(-c3ccccc3O)nc3ccccc23)CC1 4 2 3 1 1 5 1 0 1 5
COc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)N1CCCCC1 3 1 2 1 1 7 1 0 1 6
NC(=O)c1c(NC(=O)c2ccccc2F)sc2c1CCCC2 3 1 2 1 1 6 0 0 0 4
CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1ccccc1 2 1 1 1 0 5 1 0 1 5
CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C 6 0 0 6 0 3 2 2 4 3
C[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C 2 1 1 1 0 15 1 0 1 15
C=CC/N=C(\N)c1ccc(C(=O)Nc2ccc3c(c2)CC(CC(=O)O)CC3)cc1 3 2 2 1 0 6 0 0 0 6
COc1cccc(OC)c1-c1ccc(C[C@@H](Cn2oc(=O)[nH]c2=O)NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1 5 3 4 1 1 15 1 0 1 12
CC(C)=CCC[C@H](C)[C@@H]1C=C[C@@]2(C(=O)O)[C@H](/C=C(\C)C3CCC(C(=O)O)CC3)C=C(C)C[C@H]2C1 3 0 0 3 0 4 0 1 1 4
Cc1cc(N2CC[C@@H](C)[C@@H](N(C)c3ncnc4[nH]ccc34)C2)n2nc(SCCc3ccccc3)nc2n1 6 1 5 1 4 10 1 0 1 9
O=C(Oc1ccc(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1)C1CCCC1 4 2 2 2 0 12 1 1 2 9
CC(C)(C)c1cc2[nH]c3c(c(=O)n2n1)CCC3 3 0 2 1 2 4 0 0 0 4
COc1ccc([C@@H]2C3=C(N=c4s/c(=C\c5ccc(-c6cc(C(=O)O)ccc6C)o5)c(=O)n42)c2ccccc2CC3)cc1 7 3 5 2 2 8 0 0 0 7
Clc1ccc2c(CCNc3ccc(Nc4ccnc5ccccc45)cc3)c[nH]c2c1 5 3 5 0 2 5 0 0 0 4
COc1ncc(-c2cc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cnc(O)c(Cl)c2)C3=O)c(OC)n1 5 1 4 1 3 11 0 0 0 9
CNc1nccc2c(O[C@@H](C)C(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)cccc12 4 2 3 1 1 7 1 0 1 7
CCC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NCc1ccccc1)[C@@H](C)CC 3 3 3 0 0 9 0 0 0 9
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@H]1[C@@H]2N1C 4 0 0 4 0 9 2 0 2 9
Oc1ccc(NCc2ccccc2OCc2ccccc2)cc1 3 3 3 0 0 3 0 0 0 3
CN(C)/C=C/C(=O)c1ccccc1O 1 1 1 0 0 3 0 0 0 3
O=C(C1=C(O)C(=O)N(CCCn2ccnc2)C1c1ccc(Br)cc1)c1ccc(F)cc1 4 2 3 1 1 8 0 0 0 6
NC(N)=NCCC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CS)C(=O)O 0 0 0 0 0 15 0 0 0 14
CCOC(=O)CN(Cc1ccc(F)c(F)c1)c1ccc2c(c1)N(C)CC(C)(COc1ccc(C(=N)N)cc1)O2 4 3 3 1 0 10 0 0 0 8
COc1nc(N(C)C)ncc1-c1cc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1ccc(F)c(Cl)c1)C2=O 5 2 4 1 2 10 0 0 0 7
CCCN1CCc2cc(O)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3 4 2 2 2 0 4 0 0 0 4
CN1CC(C(CC(=O)O)CC2CCN(C(=O)CCc3ccc4c(n3)NCCC4)CC2)Cc2ccccc21 5 1 2 3 1 7 1 0 1 7
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](OCc4nccn4Cc4ccccc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC 6 1 2 4 1 15 2 1 3 15
Cc1noc(-c2ccccc2)c1C(=O)NNc1ccc(F)cc1 3 2 3 0 1 6 0 0 0 5
CCN(CC(=O)NCC1OC(OC)C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C1OS(=O)(=O)[O-])C(=O)CCCc1ccccc1 2 1 1 1 0 21 1 0 1 18
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(OC(=O)N4CCN(C(=O)c5ccc(COC(=O)N[C@@H](CCC(=O)N6CCN(c7cccc(NC8=NCCCN8)c7)CC6)C(=O)O)cc5)CC4)ccc3nc2-1 10 3 5 5 2 23 2 0 2 23
CNC(=O)c1cccc(O[C@H](C)C(=O)N2CCN(C(=O)c3ccccc3)C[C@H]2C)c1 3 2 2 1 0 7 1 0 1 7
N#Cc1cnn2c(=O)c3c([nH]c12)CCC3 3 0 2 1 2 5 0 0 0 5
O=C(O)C[C@@H](NC(=O)CNC(=O)c1cncc(NC2=NCC(O)CN2)c1)c1cc(Cl)cc(Br)c1O 3 1 2 1 1 14 0 0 0 12
O=C(O)CCCC(=O)N1CCC2(CC1)CCN(c1ccncc1)CC2 3 0 1 2 1 6 2 0 2 6
O=C(NC[C@H](NS(=O)(=O)c1ccccc1)C(=O)O)c1ccc(N2CCNCC2)cc1 3 2 2 1 0 10 1 0 1 9
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl 2 1 1 1 0 5 0 1 1 4
CCNC(=O)c1nc(CC(C)(C)C)n(-c2cc(Cl)ccc2C)c1-c1ccc(Cl)cc1OC 3 2 3 0 1 7 0 0 0 5
O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)C1(S(=O)(=O)c2ccccc2Br)CCCC1 4 3 3 1 0 8 0 1 1 6
C[C@H](N)C(=O)N[C@H](C(=O)N1CC[C@H]2NC[C@H](c3cn(Cc4ccccc4)c4cc(F)ccc34)[C@H]21)C1CCCCC1 6 2 3 3 1 8 2 1 3 7
Oc1ccc(Nc2nc(-c3ccc4ccccc4c3)cs2)cc1 4 3 4 0 1 4 0 0 0 3
O=C(NCc1ccc2c(c1)OCO2)C(Cc1ccccc1)NS(=O)(=O)c1cccc2cccnc12 5 3 4 1 1 9 0 0 0 8
CC#Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)cnc1-c1ccc(S(=O)(=O)c2ccc(N)nc2)cc1 3 1 3 0 2 13 0 0 0 6
C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C 3 2 2 1 0 5 1 0 1 5
CC(C)(C)c1ccc(COC2(c3ccc(Cl)cc3)c3ccccc3C(=O)N2Cc2ccccc2)cc1 5 4 4 1 0 4 0 0 0 3
CCCCn1nc(C)c2c1NC(=O)[C@@H](NC(=O)c1cccc(C)c1)[C@H]2c1ccc(F)cc1 4 2 3 1 1 7 0 0 0 6
O=C(O)C[C@H](Cc1nc(CCCCNc2cc(N3CCOCC3)ccn2)no1)c1ccc2c(c1)OCO2 5 1 3 2 2 11 1 0 1 11
Cc1ccnc(NCCCCC(=O)NCC(=O)NC(CC(=O)O)c2cc(Cl)cc(Cl)c2)c1 2 1 2 0 1 10 0 0 0 8
Oc1cc(CSc2ccc(Cl)cc2)nc(-c2ccccn2)n1 3 1 3 0 2 6 0 0 0 4
Cc1ccc2[nH]c(/C(C#N)=C/c3ccc(O)c(O)c3)nc2c1 3 2 3 0 1 5 0 0 0 5
CCC(C)[C@@H](Nc1ccc(NS(=O)(=O)c2ccc(OC)cc2)c2ccccc12)C(=O)O 3 3 3 0 0 8 0 0 0 7
Nc1ccc(C2(c3ccc(N)cc3)c3ccccc3-c3ccccc32)cc1 5 4 4 1 0 2 0 0 0 2
Cc1ccnc(N=O)c1 1 0 1 0 1 3 0 0 0 3
Cc1ccc(-c2c(C)noc2C)cc1S(=O)(=O)NC1CCCC1 3 1 2 1 1 6 0 1 1 5
Cc1cc(C(=O)Nc2cc(Br)c(O)c(Br)c2)cc(C)c1O 2 2 2 0 0 6 0 0 0 4
COc1ccc2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c2c1 4 2 3 1 1 7 1 0 1 7
CC(C)[C@]12O[C@H]1[C@@H]1O[C@@]13[C@@]1(C)CCC4=C(COC4=O)[C@@H]1C[C@@H]1O[C@@]13[C@@H]2O 7 0 0 7 0 6 3 2 5 6
COc1ccc(CNC(=O)c2ccc3c(c2)N(Cc2ccccc2)C(=O)c2ccccc2S3)cc1 5 4 4 1 0 6 0 0 0 5
CC(=O)NCCNc1nc2c(-c3ccccc3)nnn2c2ccccc12 4 2 4 0 2 7 0 0 0 7
N#CC(c1ccc(Cl)cc1)c1ccc2c(C(F)(F)F)cc(C(F)(F)F)nc2n1 3 1 3 0 2 10 0 0 0 3
N=C(c1ccc(C(=O)Nc2ccc3c(c2)CC(CC(=O)O)CO3)cc1)N1CCOCC1 4 2 2 2 0 8 1 0 1 8
CC(=O)NC1(C(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)CC1 4 1 2 2 1 11 1 1 2 10
CC(C)C[C@@H](NC(=N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3cccc(Cl)c3Cl)nn2C)CC1 3 1 2 1 1 11 1 0 1 9
COc1ccc(-c2cc(C(=O)N[C@H](Cc3nc4ccccc4[nH]3)C(=O)O)c(C)o2)cc1 4 2 4 0 2 8 0 0 0 8
O=C(O)C[C@H](NC(=O)Cn1cccc(NCc2ccc3c(n2)NCCC3)c1=O)c1cccnc1 4 0 3 1 3 10 0 0 0 10
Cc1cc(CC(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(N(O)O)cc2)on1 3 1 2 1 1 10 1 0 1 10
N#CC(C(=O)c1ccccc1)=C1SCCS1 2 1 1 1 0 4 1 0 1 2
O=C(O)CCNC(=O)CN1CCc2ccc(N3CCNCC3)cc2C1=O 3 1 1 2 0 8 1 0 1 8
CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1cnc(Cl)s1.[Cl-] 5 1 4 1 3 12 0 0 0 5
Cc1cccc(C(=O)N[C@@H]2C(=O)Nc3c(c(C)nn3CC(C)C)[C@H]2c2ccc(F)cc2)c1 4 2 3 1 1 7 0 0 0 6
Cc1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)cc(Cl)c1O 3 2 3 0 1 9 0 0 0 7
CC1=C(C(=O)OC(C)C)C(c2ccco2)NC(=O)N1 2 0 1 1 1 6 0 0 0 6
Cc1ccc2c(NCc3ccc(NC(=O)c4ccc(F)cc4)cc3)nc(N3CCN(C)CC3)nc2c1 5 3 4 1 1 8 1 0 1 7
CCn1c(-c2cnc(OC)nc2OC)cc2c1C(c1ccc(Cl)cc1)N(c1cc(Cl)ccc1C)C2=O 5 2 4 1 2 9 0 0 0 7
O=C(CNc1ccc(F)c([N+](=O)[O-])c1)Nc1ccc(N2CCOCC2)cc1 3 2 2 1 0 9 1 0 1 8
C#CC12C=C(C#N)C(=O)C=C1c1c(Br)cccc1CC2 3 1 1 2 0 3 0 0 0 2
COc1ncc(-c2cc3c(n2C(C)C)[C@](C)(c2ccc(Cl)cc2)N(c2cc(Cl)c(=O)n(C)c2)C3=O)c(OC)n1 5 1 4 1 3 11 0 0 0 9
COc1ccc(CNC(=O)c2cc3ccccc3cc2CN(C)Cc2cccc(OC)c2C(=O)O)cc1 4 4 4 0 0 7 0 0 0 7
O=S(=O)(Nc1ccc(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2ccccc12)c1ccccc1 4 4 4 0 0 11 0 0 0 6
CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCCC(C(N)=O)C3)ncn2)cc1C(F)(F)F 4 2 3 1 1 9 1 0 1 5
Cc1cncc(C(=O)NCc2cccc(-c3cn4c(n3)CCC4)c2)c1 4 1 3 1 2 5 0 0 0 5
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-] 3 1 1 2 0 5 0 0 0 3
COc1cc(NC(=O)C[C@@]2(C)C[C@H](c3cccc(Cl)c3)[C@@H](c3ccc(Cl)c(F)c3)N([C@H](CS(=O)(=O)C(C)(C)C)C3CC3)C2=O)ccc1C(=O)O 5 3 3 2 0 13 1 1 2 9
CC(C)C[C@@H](NC(=N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(OCCc4ccc(C(=O)O)cc4)c(Cl)c3Cl)nn2C)CC1 4 2 3 1 1 14 1 0 1 12
CN1CCN(Cc2cn(CC(=O)N3CCCCC3)c3cc(NC(=S)NCCc4c[nH]c5ccccc45)ccc23)CC1 6 2 4 2 2 9 2 0 2 8
O=C(Nc1ccc(CC(NS(=O)(=O)c2ccccc2)C(=O)O)cc1)c1cccc(NC2=NCCCN2)c1 4 3 3 1 0 11 0 0 0 10
CC(C)(C)C[C@H]1N(S(=O)(=O)C(F)(F)F)[C@@H](C(=O)NCCN2CCOCC2)[C@H](c2ccc(F)c(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12 5 2 2 3 0 17 2 0 2 9
COc1cc(/C=C/c2ccccc2)oc(=O)c1 2 1 2 0 1 3 0 0 0 3
COc1ccc(CC(=O)NNc2cc(C)nc3nc(SCC4CCCCC4)nn23)cc1OC 4 1 3 1 2 10 0 1 1 9
N=C(N)NOCCOc1ccc2[nH]c(C(=O)NCC(NS(=O)(=O)c3ccccc3)C(=O)O)cc2c1 3 2 3 0 1 14 0 0 0 13
COc1ccnc(NCCCOc2ccc(C[C@@H](CC(=O)NO)NS(=O)(=O)c3ccc(C)cc3)cc2)c1 3 2 3 0 1 11 0 0 0 10
O=C(O)CC(NC(=O)C1CCCN(C(=O)CCC2CCNCC2)C1)c1cncc(-c2ccccc2)c1 4 1 2 2 1 8 2 0 2 8
CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](C)NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCC(=O)O)C(N)=O 2 2 2 0 0 24 0 0 0 24
CC[C@@]1(CC(=O)O)C[C@@H](c2cccc(Cl)c2)[C@H](c2ccc(Cl)cc2)N([C@@H](CNS(=O)(=O)C2CC2)C2CC2)C1=O 5 2 2 3 0 10 1 2 3 7
CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCCCC1 4 2 3 1 1 15 1 0 1 15
Cc1cccc(Br)c1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O 3 3 3 0 0 9 0 0 0 6
N#Cc1ccc(NC(=O)c2cc(-c3ccncc3)[nH]n2)cc1 3 1 3 0 2 6 0 0 0 6
COc1ccc(C(=O)N2CCOCC2)cc1-c1cc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cc(Cl)ccc1C)C2=O 6 3 4 2 1 9 1 0 1 7
CCCCc1ccc(Nc2cc(C)nc3nc(SCc4ccc([N+](=O)[O-])cc4)nn23)cc1 4 2 4 0 2 9 0 0 0 8
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3ccccc3)[C@H]21)C(C)(C)C 3 1 1 2 0 7 1 1 2 7
N=C(N)NCCCC(=O)Nc1cccc(SC(CC(=O)O)c2cccnc2)c1 2 1 2 0 1 9 0 0 0 8
COC(=O)C[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(C(=O)N(c2ccccc2)c2ccccc2)cc1C 6 4 5 1 1 8 0 0 0 8
O=C(/C=C/c1ccc[nH]1)c1ccccc1 2 1 2 0 1 2 0 0 0 2
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl 4 1 1 3 0 12 0 0 0 10
Cc1c(O[C@H](C)C(=O)N2CCN(C(=O)c3ccccc3)C[C@H]2C)cccc1-c1ncno1 4 2 3 1 1 8 1 0 1 8
CC(=O)O[C@H](C)CNC(=O)C[C@H]1O[C@@H](CNCCN)[C@H]2OC(C)(C)O[C@@H]12 2 0 0 2 0 9 2 0 2 9
COc1ccc(OC)c2c1C(=O)C(Cl)=C(Cl)C2=O 2 1 1 1 0 6 0 0 0 4
Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1 4 1 3 1 2 5 0 0 0 5
COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@H]2CSCN2C(C)=O)C(=O)O)cc1 3 2 2 1 0 8 1 0 1 7
CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2c(C(C)C)cccc2C(C)C)CC1 3 2 2 1 0 4 1 0 1 4
O=C1c2ccccc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1 4 3 3 1 0 7 0 0 0 6
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)c1ccccc1 3 2 2 1 0 12 1 0 1 12
CC(C)C1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@](C)(c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21 5 2 2 3 0 9 1 0 1 6
CC(C)N1C(=O)[C@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@]1(C)c1ccc(Cl)cc1 3 2 2 1 0 6 1 0 1 4
O=C(O)C[C@H](NC(=O)CCCCCc1ccc2c(n1)NCCC2)c1cnc2ccccc2c1 4 1 3 1 2 7 0 0 0 7
COC1=C(O)C(=O)/C(=C(\O)C2CC=C(CCC=C(C)C)CC2c2ccccc2)C(=O)C1=O 3 1 1 2 0 6 0 0 0 6
CN(C)c1ccc2c(c1)Sc1cc(N(C)C)ccc1N2C(=O)c1ccccc1 4 3 3 1 0 5 0 0 0 4
N=C(N)Nc1cccc(C(=O)Nc2ccc(/C=C/C(=O)O)cc2)c1 2 2 2 0 0 7 0 0 0 7
Cc1cccc(C(=O)N[C@@H]2C(=O)Nc3c(c(C)nn3C3CCCC3)[C@H]2c2ccc(F)cc2)c1 5 2 3 2 1 7 0 1 1 6
CCOCCOc1cc(NCc2ccccc2)c2ncn(C(C)C)c2c1 3 2 3 0 1 5 0 0 0 5
CC(C)(C)Oc1cccc(C[C@H](NC(=O)[C@]2(C)CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)c1 3 2 2 1 0 11 1 0 1 8
O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C\c1cc2ccccc2[nH]1 4 2 3 1 1 6 1 0 1 6
N=C(N)c1ccc(OC[C@@H]2COc3ccc(N(Cc4ccccc4)C(=O)C(=O)O)cc3O2)cc1 4 3 3 1 0 9 0 0 0 9
COc1ccc(-c2cccc(NC(=O)Nc3cccnc3)c2)cc1S(=O)(=O)NC(CC(=O)O)c1ccccc1 4 3 4 0 1 11 0 0 0 10
CN(CC(=O)N1CCc2[nH]c3ccc(F)cc3c2C1)CC1OCCO1 4 1 2 2 1 7 1 0 1 6
COc1ncc(-c2cc3c(n2C(C)C)C(c2ccc(Cl)cc2)N([C@H]2CC[C@H](O)CC2)C3=O)c(OC)n1 5 1 3 2 2 9 0 1 1 8
CSCCC(C(=O)O)N1C(=O)/C(=C/c2ccc(Cl)cc2Cl)SC1=S 2 1 1 1 0 9 1 0 1 4
O=C(CCN1CCOCC1)Nc1ccccc1Sc1ccc(Cl)cc1Cl 3 2 2 1 0 7 1 0 1 4
Cc1cn(C[C@@H](CC(=O)O)NC(=O)OCc2ccccc2)c(=O)nc1NCCCCCNc1nc2ccccc2[nH]1 4 2 4 0 2 12 0 0 0 12
Cn1nc(C[C@@H](CC(=O)O)c2ccc3c(c2)OCO3)cc1OCCc1ccc2c(n1)NCCC2 5 1 3 2 2 9 0 0 0 9
COc1nc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(-c3ccccc3OC(F)(F)F)c12 5 1 5 0 4 12 0 0 0 9
C[C@@]1(CC(=O)O)C[C@@H](c2cccc(Cl)c2)[C@H](c2ccc(Cl)cc2)N(C2CC[C@H](O)C2)C1=O 4 2 2 2 0 7 1 1 2 5
COC(=O)c1ccc(N2CCN(C)CC2)c(NC(=O)c2cccc(OC)c2)c1 3 2 2 1 0 7 1 0 1 7
CC(C)(C)C1=NN(c2ccc(Cl)cc2)C(c2ccc(Cl)c(Cl)c2)C1 3 2 2 1 0 5 0 0 0 2
Clc1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1 4 2 4 0 2 5 0 0 0 4
CCNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2CC 3 2 2 1 0 6 0 0 0 5
COc1ccc(C(CC(=O)O)Cc2cc(OCCc3ccc4c(n3)NCCC4)n(C)n2)cn1 4 0 3 1 3 9 0 0 0 9
Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@@H](CC(C)C)c2nc(CCC(=O)O)cs2)cc1 3 2 3 0 1 9 0 0 0 8
COc1ccc(N2CCN(CCCNC(=O)Cn3c(=O)c4cccn4c4cccnc43)CC2)cc1 5 1 4 1 3 9 1 0 1 9
O=S(=O)(c1cc(Cl)cc(Cl)c1O)N(Cc1ccc(Cl)cc1)Cc1cccc(-c2ccc(Cl)cc2)n1 4 3 4 0 1 10 0 0 0 5
O=C(Nc1cc(F)cc(C(F)(F)F)c1)N(Cc1ccccc1)C1CCN(Cc2ccc[nH]2)CC1 4 2 3 1 1 9 1 0 1 5
CCOc1ccccc1-n1c(CN2CCOCC2)nc2ccccc2c1=O 4 2 3 1 1 6 1 0 1 6
Cc1noc(C)c1-c1cc(O)cc([C@H](O)C2CC2)c1 3 1 2 1 1 4 0 1 1 4
COc1ccc(-c2cc3c(n2C(C)C)C(c2ccc(Cl)cc2)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1 5 2 4 1 2 8 0 0 0 6
Cc1ccccc1-c1cc(C2CCN(C(=O)CNC(=O)[C@H](N=C(N)N)C3CCCCC3)CC2)n[nH]1 4 1 2 2 1 9 1 1 2 9
N=C(N)NCCC[C@@H]1NC(=O)CNC(=O)C[C@@H](C(=O)O)NC(=O)[C@@H](c2ccccc2)NC(=O)[C@H](CCCCN)NC1=O 2 1 1 1 0 16 1 0 1 16
Oc1ccc(/C=C/c2ccc3cccc(O)c3n2)cc1 3 2 3 0 1 3 0 0 0 3
CC(C)(C)[C@H](CS(C)(=O)=O)N1C(=O)[C@](C)(CC(=O)O)C[C@@H](c2cccc(Cl)c2)[C@@H]1c1ccc(Cl)cc1 3 2 2 1 0 9 1 0 1 6
Cc1cc(Nc2cc(-c3ccccc3)[nH]n2)n2nc(SCC3CC3)nc2n1 5 1 4 1 3 8 0 1 1 7
COc1cc2c(c(OC)c1)C1C3CCCC(C(=O)N1CC2)N3C(=O)C(=O)c1cccnc1 5 1 2 3 1 8 2 0 2 8
Nc1[nH]c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)c1C(=O)NC1CC1 4 2 3 1 1 6 0 1 1 4
CC(C)(C)C[C@@H]1C=C(C(=O)NCCN2CCOCC2)[C@@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12 5 2 2 3 0 9 1 0 1 6
CCOc1cccc(-n2cc(-c3cccc([N+](=O)[O-])c3)nn2)c1 3 2 3 0 1 7 0 0 0 7
Cc1cccc(C(=O)N[C@@H]2C(=O)Nc3[nH]nc(C)c3[C@@H]2c2ccc(F)cc2)c1 4 2 3 1 1 7 0 0 0 6
O=C(Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)c1)Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+] 6 6 6 0 0 37 0 0 0 25
C[C@H](O)[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1 4 2 2 2 0 7 1 1 2 5
O=c1cc(-c2ccccc2)c2c(O)cc(O)cc2o1 3 2 3 0 1 4 0 0 0 4
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1c(Cl)cccc1Cl 3 2 3 0 1 7 0 0 0 5
O=C(O)[C@H](Cc1ccccn1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1 3 1 2 1 1 11 1 0 1 8
